Country_A,Country_B,Conflict_Type,Year,Duration_Days,Military_Deaths_A,Military_Deaths_B,Civilian_Deaths,Economic_Loss_USD_Billions,Temperature_Avg_C,Rainfall_mm,Terrain_Type,Population_A_Millions,Population_B_Millions,GDP_A_Billions,GDP_B_Billions,Alliance_A,Alliance_B,Weapons_Used,Air_Strikes,Naval_Battles,Sanctions,Refugees_Millions,Ceasefire,Outcome,Latitude,Longitude,Climate_Zone,Resource_Dispute,UN_Involvement,conflict_type_valid,Conflict_Type_Valid,Year_Valid,Population_Valid,GDP_Valid,Conflict_Coordinates_Valid,On_Land,Land_Valid,Total_Deaths,Civilian_Ratio,Military_Deaths_Ratio_A,Military_Deaths_Ratio_B,Civilian_Deaths_IF_Label,Military_Deaths_IF_Label,Civ_Deaths_Valid,Mil_Deaths_Valid,Total_Deaths_Valid,GDP_Loss_Ratio,GDP_IF_Label,GDP_Loss_IF_Label,GDP_IF_Valid,GDP_Loss_IF_Valid,GDP_LOF_Label,GDP_Loss_LOF_Label,GDP_LOF_Valid,GDP_Loss_LOF_Valid,Coords_IF_Label,Coords_IF_Valid,DBSCAN_Cluster,Coords_DBSCAN_Valid,Total_Deaths_DBSCAN_Cluster,Total_Deaths_DBSCAN_Valid
France,Canada,Proxy War,2007,1257,3836,26962,193024,32.09,4.9,1065.7,Forest,841.7,485.5,13124.3,8290.7,Regional,Regional,Mixed,3391,1,Yes,16.35,Yes,Victory_B,-5.937,24.321,Arid,,0,1,0,1,0,0,0,1,1,223822,0.8623995853848148,4.557443269573482,55.53450051493306,1,1,1,1,1,0.0014984823721690406,1,1,1,1,1,1,1,1,1,1,21,1,0,1
Canada,Germany,Cold Conflict,2000,1351,16573,27373,28367,68.2,29.8,1788.4,Urban,691.0,428.5,5201.6,16080.6,,,Mixed,472,121,No,15.19,No,Victory_B,-84.105,-4.862,Tropical,Land,0,1,0,1,0,0,0,1,1,72313,0.392280779389598,23.984081041968164,63.88098016336056,1,1,1,1,1,0.00320455591997068,1,1,1,1,1,1,1,1,1,1,28,1,0,1
Ukraine,Israel,Proxy War,1990,1206,42162,42600,66803,316.03,18.2,2992.5,Urban,120.5,787.8,2728.5,15800.6,Regional,Regional,Cyber,1896,184,No,0.19,No,Stalemate,34.784,135.164,Tropical,Land,0,1,0,1,0,0,0,1,1,151565,0.4407547916735394,349.89211618257264,54.07463823305408,1,1,1,1,1,0.017055874273440155,1,1,1,1,1,1,1,1,1,1,29,1,0,1
France,Russia,Cold Conflict,1965,1658,21187,4056,35292,307.93,5.2,2324.1,Desert,1030.6,1192.6,13572.2,24299.0,Regional,NATO,Nuclear,3154,15,No,1.55,Yes,Stalemate,-69.876,101.167,Arid,Land,0,1,0,1,0,0,0,1,1,60535,0.5830015693400512,20.557927420919853,3.4009726647660576,1,1,1,1,1,0.008130980798073471,1,1,1,1,1,1,1,1,1,1,14,1,0,1
Ukraine,Canada,Cold Conflict,1978,1991,36920,24015,99856,185.62,16.8,1070.2,Forest,886.0,255.7,3892.4,10543.2,Regional,Regional,Cyber,1611,113,No,3.65,No,Victory_A,-6.298,15.168,Temperate,Water,0,1,0,1,0,0,0,1,1,160791,0.6210297840053237,41.67042889390519,93.91865467344545,1,1,1,1,1,0.01285848873618,1,1,1,1,1,1,1,1,1,1,21,1,0,1
USA,Iran,Cold Conflict,1963,714,371,6768,13630,113.31,23.7,2123.3,Mountain,177.6,252.3,3236.7,21498.9,Regional,Regional,Nuclear,185,157,Yes,0.81,Yes,Victory_B,76.733,-36.793,Tropical,,0,1,0,1,1,0,0,1,1,20769,0.6562665511098271,2.088963963963964,26.825208085612363,-1,1,0,1,0,0.004580847038276816,1,1,1,1,1,1,1,1,1,1,11,1,0,1
France,Russia,Civil War,1954,841,24320,3775,96017,489.85,4.0,36.3,Urban,454.2,624.0,8802.3,20649.1,,NATO,Nuclear,3333,118,No,0.15,Yes,Stalemate,61.296,-160.379,Arid,,0,1,0,1,0,0,0,1,1,124112,0.7736318808817841,53.544693967415235,6.049679487179487,1,1,1,1,1,0.016632486061783143,1,1,1,1,1,1,1,1,1,1,30,1,0,1
UK,Iran,Cold Conflict,1992,330,42525,19784,96471,321.41,25.1,1569.2,Plains,27.8,558.8,23427.8,23862.6,Regional,,Cyber,4015,131,Yes,5.48,Yes,Victory_B,67.452,-149.537,Polar,,0,1,0,1,1,0,0,1,1,158780,0.6075765209724147,1529.6762589928057,35.40443808160344,1,-1,1,0,1,0.006796516840627274,1,1,1,1,1,1,1,1,1,1,7,1,0,1
Russia,Japan,Cold Conflict,2018,1747,9487,28411,71397,16.69,26.2,547.3,Mountain,454.4,669.8,23048.5,21502.5,,,Nuclear,1291,109,No,12.9,No,Victory_A,25.251,-12.641,Polar,Land,0,1,0,1,0,0,0,1,1,109295,0.6532503774189121,20.878080985915496,42.417139444610335,1,1,1,1,1,0.00037462683216987275,1,1,1,1,1,1,1,1,1,1,6,1,0,1
Brazil,UK,Skirmish,1958,95,11379,44023,89841,49.57,11.3,1064.1,Desert,1277.9,494.4,19266.9,9801.5,,NATO,Conventional,2517,27,No,1.1,No,Victory_B,79.04,-87.039,Temperate,,0,1,0,1,0,0,0,0,1,145243,0.6185564880923693,8.904452617575709,89.04328478964402,1,1,1,1,1,0.0017052882167577163,1,1,1,1,1,1,1,1,1,1,71,1,0,1
USA,China,Civil War,1958,353,41576,6572,41107,323.0,29.9,2188.3,Plains,845.8,635.6,7801.0,23581.4,NATO,NATO,Conventional,3102,180,Yes,9.32,Yes,Victory_B,22.543,-79.336,Temperate,Land,0,1,0,1,1,0,0,0,1,89255,0.4605568315500532,49.15582880113502,10.339836375078665,1,1,1,1,1,0.010292393188538798,1,1,1,1,1,1,1,1,1,1,31,1,0,1
USA,Canada,Skirmish,1955,1680,18340,48502,22499,399.33,16.8,2007.6,Desert,86.9,1185.7,11490.8,9745.9,NATO,NATO,Conventional,41,53,Yes,11.85,Yes,Victory_B,58.512,7.799,Temperate,Water,0,1,0,1,1,0,0,1,1,89341,0.2518328650899363,211.04718066743382,40.905794045711396,1,1,1,1,1,0.01880376894715281,1,1,1,1,1,1,1,1,1,1,32,1,0,1
UK,Japan,Skirmish,1991,1043,18010,8362,169775,229.33,25.0,364.8,Urban,982.2,357.4,24080.1,7731.2,Regional,Regional,Cyber,2911,12,Yes,7.86,No,Stalemate,45.13,62.707,Temperate,,0,1,0,1,0,0,0,1,1,196147,0.865549817228915,18.336387701079207,23.39675433687745,1,1,1,1,1,0.007209073505326724,1,1,1,1,1,1,1,1,1,1,13,1,0,1
Canada,China,Proxy War,1978,1767,10316,11166,159981,99.99,23.1,797.1,Forest,386.1,16.9,5360.0,8638.8,NATO,Regional,Mixed,3784,119,No,11.66,Yes,Victory_B,-10.317,32.659,Temperate,Water,0,1,0,1,1,0,0,1,1,181463,0.8816177402555893,26.71846671846672,660.7100591715977,1,1,1,1,1,0.007142755093293711,1,1,1,1,1,1,1,1,1,1,21,1,0,1
Iran,Germany,Civil War,1998,1523,25011,22415,36395,105.31,16.1,1617.0,Desert,1223.9,84.7,9412.2,20369.2,,Regional,Mixed,4943,79,No,1.89,No,Victory_A,-36.998,175.131,Polar,Land,0,1,0,1,0,0,0,1,1,83821,0.4341990670595674,20.435493095841164,264.63990554899647,1,1,1,1,1,0.003536099713243837,1,1,1,1,1,1,1,1,-1,0,33,1,0,1
Australia,India,Cold Conflict,2024,1661,15538,16338,124626,440.19,30.1,2780.9,Forest,221.9,236.8,21601.6,19513.3,NATO,Regional,Cyber,1513,59,No,1.27,Yes,Victory_B,-72.605,-101.292,Temperate,Water,0,1,0,1,1,0,0,0,1,156502,0.7963220917304571,70.02253267237494,68.99493243243244,1,1,1,1,1,0.010706337605101802,1,1,1,1,1,1,1,1,1,1,34,1,0,1
Japan,Turkey,Proxy War,1963,716,7965,38510,69478,65.98,29.3,2106.2,Forest,1084.5,882.0,8482.7,22973.1,Regional,,Mixed,4766,46,No,17.41,Yes,Victory_B,-8.754,159.581,Tropical,Land,0,1,0,1,0,0,0,0,1,115953,0.5991910515467473,7.344398340248962,43.662131519274375,1,1,1,1,1,0.002097546398438444,1,1,1,1,1,1,1,1,1,1,-1,0,0,1
Turkey,Iran,Cold Conflict,1952,1597,16657,16589,4371,61.2,34.0,1242.1,Forest,292.6,623.6,2471.9,3469.2,Regional,,Cyber,3736,76,Yes,7.84,Yes,Stalemate,16.45,-11.299,Tropical,Land,0,1,0,1,0,0,0,1,1,37617,0.11619746391259271,56.92754613807245,26.601988454137267,1,1,1,1,1,0.010301122687717762,1,1,1,1,1,1,1,1,1,1,6,1,0,1
Canada,Iran,Proxy War,2013,1834,33368,47399,16169,138.28,27.4,1289.3,Forest,795.7,577.3,9150.1,1398.4,,NATO,Nuclear,4924,35,No,5.8,Yes,Victory_B,-73.871,-103.028,Polar,Oil,0,1,0,1,0,0,0,0,1,96936,0.16680077576957994,41.935402789996225,82.10462497834749,1,1,1,1,1,0.013108972839740248,1,1,1,1,1,1,1,1,1,1,34,1,0,1
Israel,Israel,War,1969,255,24024,24383,169718,217.54,1.4,483.3,Desert,1171.7,413.9,23172.4,14296.2,,NATO,Nuclear,3394,110,No,5.91,No,Victory_B,-16.987,-70.57,Tropical,Water,0,1,0,1,0,0,0,1,1,218125,0.7780767908309456,20.503541862251428,58.91036482242088,1,1,1,1,1,0.005805928163849196,1,1,1,1,1,1,1,1,1,1,26,1,0,1
Turkey,Russia,Proxy War,2006,1482,10010,11787,164185,70.61,34.4,8.2,Plains,1385.0,20.8,24245.6,12164.3,Regional,,Mixed,4959,175,Yes,12.94,No,Victory_A,51.026,-61.123,Temperate,Land,0,1,0,1,1,0,0,1,1,185982,0.8828004860685442,7.227436823104693,566.6826923076923,1,1,1,1,1,0.0019393077157586263,1,1,1,1,1,1,1,1,1,1,35,1,0,1
Israel,Japan,Proxy War,1957,92,5290,4455,112670,56.82,17.9,33.7,Mountain,198.0,303.0,7498.6,16950.3,Regional,NATO,Mixed,3249,170,No,3.1,Yes,Stalemate,47.591,-94.75,Tropical,,0,1,0,1,0,0,0,1,1,122415,0.920393742596904,26.717171717171716,14.702970297029703,1,1,1,1,1,0.0023240309379972102,1,1,1,1,1,1,1,1,1,1,5,1,0,1
India,Israel,Skirmish,1993,1624,15404,33801,137790,26.8,33.2,681.6,Mountain,1018.5,459.1,5275.7,773.3,NATO,Regional,Mixed,460,192,No,15.36,No,Victory_A,61.286,70.898,Tropical,,0,1,0,1,1,0,0,1,1,186995,0.7368646220487178,15.124202258222876,73.62448268351122,1,1,1,1,1,0.004430484377583072,1,1,1,1,1,1,1,1,1,1,-1,0,0,1
Iran,UK,Civil War,1954,1093,39865,41634,80930,304.19,1.4,998.1,Forest,1089.1,31.6,95.4,23021.8,,Regional,Mixed,289,136,No,2.94,Yes,Victory_A,35.911,-93.682,Temperate,Water,0,1,0,1,1,0,0,1,1,162429,0.4982484654833804,36.60361766596272,1317.5316455696202,1,1,1,1,1,0.013158600522554634,-1,1,0,0,-1,1,0,1,1,1,36,1,0,1
UK,China,Skirmish,2018,37,27389,6006,8245,357.71,-6.8,94.7,Forest,1194.1,765.8,3927.7,14859.8,NATO,NATO,Nuclear,1135,11,Yes,19.01,Yes,Victory_A,-10.579,120.743,Tropical,,0,1,0,1,1,0,0,0,1,41640,0.1980067243035543,22.93693995477766,7.842778793418647,1,1,1,1,1,0.019039787092481702,1,1,1,1,1,1,1,1,1,1,-1,0,0,1
France,UK,Proxy War,1994,1788,4847,12379,58045,339.87,-6.2,1706.4,Desert,715.4,319.3,9754.1,1057.4,,,Nuclear,223,41,No,19.6,No,Victory_A,-13.455,-77.211,Polar,Land,0,1,0,1,0,0,0,0,1,75271,0.7711469224535346,6.775230640201286,38.76918258690886,1,1,1,1,1,0.0314359709568515,1,1,1,1,1,1,1,1,1,1,-1,0,0,1
Israel,China,Skirmish,1958,140,9386,43591,130162,356.51,1.8,291.1,Desert,1200.7,761.3,18067.0,10343.0,Regional,,Mixed,2445,180,Yes,1.36,Yes,Victory_B,74.615,91.274,Tropical,Water,0,1,0,1,1,0,0,1,1,183139,0.7107279170466149,7.81710668776547,57.258636542755816,1,1,1,1,1,0.01254875043998592,1,1,1,1,1,1,1,1,1,1,37,1,0,1
Turkey,India,Civil War,1981,867,145,10711,38300,467.68,-4.3,1785.0,Forest,1210.8,1398.8,16780.2,21683.8,NATO,,Nuclear,453,89,Yes,15.82,No,Victory_A,65.375,128.717,Polar,,0,1,0,1,1,0,0,1,1,49156,0.7791520872324843,0.1197555335315494,7.657277666571347,-1,1,0,1,0,0.012158901830282861,1,1,1,1,1,1,1,1,1,1,38,1,0,1
Australia,Ukraine,War,2006,1833,9954,16738,5442,287.36,30.4,191.0,Plains,624.1,114.3,12562.5,13696.3,NATO,Regional,Cyber,3875,114,No,4.98,Yes,Stalemate,-13.983,-59.594,Arid,Oil,0,1,0,1,0,0,0,1,1,32134,0.16935333291840418,15.949367088607595,146.43919510061244,-1,1,0,1,0,0.010943378981522386,1,1,1,1,1,1,1,1,1,1,2,1,0,1
Japan,Ukraine,War,2017,1583,6487,22840,74760,149.61,14.1,925.1,Forest,47.8,848.4,3484.6,24424.8,,,Conventional,2315,128,No,14.71,No,Stalemate,-76.355,7.8,Arid,Water,0,1,0,1,1,0,0,1,1,104087,0.7182453140161595,135.7112970711297,26.921263554926924,1,1,1,1,1,0.005360559524747935,1,1,1,1,1,1,1,1,1,1,39,1,0,1
UK,Turkey,Skirmish,1974,1029,35389,36610,11402,226.24,2.5,1088.2,Plains,939.1,1358.2,7190.7,24875.9,,Regional,Cyber,3925,161,Yes,19.39,No,Victory_A,-28.519,131.429,Temperate,Land,0,1,0,1,0,0,0,1,1,83401,0.13671298905288906,37.68395272069002,26.95479310852599,1,1,1,1,1,0.007055316123318343,1,1,1,1,1,1,1,1,1,1,40,1,0,1
Germany,Germany,Skirmish,2000,972,39393,2135,183318,63.92,29.6,2999.0,Forest,525.0,1375.8,9282.5,19268.5,,,Mixed,2615,130,No,16.98,Yes,Victory_B,3.593,-59.168,Tropical,Oil,0,1,0,1,0,0,0,1,1,224846,0.8153046974373571,75.03428571428572,1.5518243930803897,1,1,1,1,1,0.0022388007425309096,1,1,1,1,1,1,1,1,1,1,2,1,0,1
Ukraine,Israel,Skirmish,1962,1281,33994,34835,136114,401.29,14.4,2333.8,Mountain,564.0,738.2,8220.4,20062.4,Regional,NATO,Cyber,738,21,Yes,18.56,Yes,Victory_A,80.023,-94.751,Tropical,Oil,0,1,0,1,0,0,0,1,1,204943,0.6641553993061485,60.273049645390074,47.189108642644264,1,1,1,1,1,0.014188482045624902,1,1,1,1,1,1,1,1,1,1,71,1,0,1
Ukraine,Iran,Cold Conflict,1984,662,46216,43415,23404,450.8,-8.2,2079.3,Mountain,690.6,120.1,3506.4,6448.9,,,Conventional,2218,26,No,16.4,Yes,Stalemate,-84.416,130.279,Temperate,Land,0,1,0,1,0,0,0,1,1,113035,0.20705091343389215,66.92151752099623,361.49042464612825,1,1,1,1,1,0.04528241238335359,1,1,1,1,1,1,1,1,1,1,41,1,0,1
India,Ukraine,Skirmish,1958,243,30315,46727,45883,470.72,32.7,1169.2,Plains,1017.8,950.8,5903.5,13863.3,Regional,Regional,Mixed,3239,140,Yes,13.38,No,Victory_B,57.1,-132.915,Polar,Water,0,1,0,1,1,0,0,1,1,122925,0.37326011795810454,29.784830025545293,49.14493058477072,1,1,1,1,1,0.023813667361434327,1,1,1,1,1,1,1,1,1,1,5,1,0,1
Ukraine,Russia,War,1980,343,15295,35005,107891,22.83,19.1,2324.6,Desert,542.8,1388.4,14019.2,15329.2,NATO,NATO,Mixed,909,16,No,3.63,No,Victory_B,59.874,37.799,Tropical,,0,1,0,0,0,0,0,1,1,158191,0.6820299511350203,28.177966101694917,25.212474791126475,1,1,1,1,1,0.0007778958989246432,1,1,1,1,1,1,1,1,1,1,42,1,0,1
Japan,China,Proxy War,1996,682,46109,10315,100776,294.64,29.1,2563.3,Desert,740.8,331.9,9975.4,7615.0,,,Conventional,449,4,Yes,1.86,Yes,Stalemate,33.165,-5.556,Arid,,0,1,0,1,1,0,0,1,1,157200,0.6410687022900763,62.242170626349896,31.078638144019283,1,1,1,1,1,0.016750045479352372,1,1,1,1,1,1,1,1,1,1,6,1,0,1
France,Canada,Civil War,1951,1403,27253,49706,89249,360.99,24.9,1261.3,Desert,607.9,1285.0,24512.3,14048.6,Regional,Regional,Nuclear,3070,37,No,12.68,Yes,Victory_A,17.699,80.663,Polar,Water,0,1,0,1,0,0,0,1,1,166208,0.5369717462456681,44.83138674124034,38.68171206225681,1,1,1,1,1,0.009361555357888431,1,1,1,1,1,1,1,1,1,1,-1,0,0,1
Germany,Japan,Civil War,1962,475,6277,23157,45360,247.34,9.3,336.4,Urban,902.0,365.0,6953.9,24997.5,NATO,Regional,Cyber,3264,165,Yes,19.79,No,Victory_A,1.108,112.73,Polar,Oil,0,1,0,1,0,0,0,1,1,74794,0.6064657592855042,6.958980044345898,63.443835616438356,1,1,1,1,1,0.007741131843988057,1,1,1,1,1,1,1,1,1,1,43,1,0,1
Australia,UK,Civil War,1975,1516,15074,18172,191805,492.67,16.1,1828.4,Plains,777.9,648.0,7376.1,20344.9,Regional,,Conventional,4682,87,No,14.86,No,Victory_B,61.491,144.081,Polar,Land,0,1,0,1,0,0,0,1,1,225051,0.8522734846768066,19.377812058105157,28.04320987654321,1,1,1,1,1,0.017772446881425635,1,1,1,1,1,1,1,1,1,1,24,1,0,1
Iran,Ukraine,Proxy War,1973,347,18856,31595,26042,128.34,-3.3,2779.4,Mountain,740.3,837.4,17933.4,18075.9,Regional,,Mixed,2908,172,Yes,10.69,No,Victory_A,80.672,-19.953,Arid,Land,0,1,0,0,0,0,0,1,1,76493,0.3404494528911142,25.470755099284077,37.72987819441128,1,1,1,1,1,0.0035640792795194574,1,1,1,1,1,1,1,1,1,1,44,1,0,1
Russia,Russia,Cold Conflict,1992,1497,25267,1737,176142,399.97,0.6,1527.7,Urban,1256.1,641.6,13798.5,24873.9,NATO,Regional,Conventional,2241,156,No,13.5,Yes,Victory_B,34.756,90.309,Tropical,Oil,0,1,0,1,0,0,0,1,1,203146,0.8670709735855001,20.11543666905501,2.707294264339152,1,1,1,1,1,0.010342518178339075,1,1,1,1,1,1,1,1,1,1,45,1,0,1
Ukraine,Ukraine,Civil War,2007,1304,6717,38834,189857,437.23,-5.8,1411.4,Forest,647.3,462.3,1285.9,14907.4,NATO,,Cyber,3504,33,Yes,10.68,No,Stalemate,71.994,132.444,Temperate,Water,0,1,1,1,0,0,0,0,1,235408,0.8065019030789098,10.376950409392864,84.00173047804456,1,1,1,1,1,0.02700067311789444,1,1,1,1,1,1,1,1,1,1,-1,0,0,1
Turkey,India,War,1991,521,25559,28758,69335,162.95,-9.0,1791.4,Forest,1379.6,14.4,22052.9,4227.8,NATO,NATO,Conventional,789,44,Yes,7.36,No,Victory_B,35.667,100.891,Tropical,Water,0,1,0,1,1,0,0,1,1,123652,0.5607268786594637,18.526384459263557,1997.0833333333333,1,-1,1,0,0,0.0062003675701179945,1,1,1,1,1,1,1,1,1,1,46,1,0,1
Germany,France,Proxy War,1960,933,403,21618,122797,325.74,21.5,1405.3,Forest,1210.6,952.7,14601.6,20910.2,Regional,NATO,Cyber,1964,137,Yes,15.93,No,Victory_A,-80.21,-19.963,Arid,Land,0,1,0,1,0,0,0,1,1,144818,0.8479401731828916,0.33289278043945153,22.691298415030964,1,1,1,1,1,0.009172725685546775,1,1,1,1,1,1,1,1,1,1,47,1,0,1
Iran,Ukraine,War,1971,1360,11125,31187,142223,4.93,34.6,2371.1,Mountain,112.6,1081.4,15604.8,7409.2,Regional,,Conventional,2415,105,Yes,15.51,No,Victory_A,0.528,11.746,Arid,Land,0,1,0,0,0,0,0,1,1,184535,0.77071016338364,98.80106571936058,28.839467357129646,1,1,1,1,1,0.00021421743286695053,1,1,1,1,1,1,1,1,1,1,21,1,0,1
USA,India,Proxy War,2002,664,20990,466,92826,36.75,3.4,2887.1,Mountain,24.9,373.9,19073.4,17267.8,,,Conventional,2645,29,No,11.44,No,Victory_A,67.476,-62.95,Tropical,,0,1,0,1,1,0,0,0,1,114282,0.8122538982516931,842.9718875502009,1.2463225461353304,1,1,1,1,1,0.001011248940596348,1,1,1,1,1,1,1,1,1,1,16,1,0,1
Russia,China,Proxy War,1974,1278,10269,35185,154691,102.31,22.2,1309.1,Urban,384.8,69.3,1126.9,15712.6,Regional,Regional,Cyber,1963,108,No,16.03,Yes,Stalemate,-9.06,35.928,Temperate,,0,1,0,1,1,1,0,1,1,200145,0.7728946513777512,26.686590436590436,507.72005772005775,1,1,1,1,1,0.006075596068766887,1,1,1,1,-1,1,0,1,1,1,21,1,0,1
USA,India,Proxy War,2024,1422,22143,7585,152015,255.96,32.3,2589.2,Desert,649.9,395.7,22179.9,8218.6,Regional,,Nuclear,2575,63,Yes,17.37,Yes,Victory_A,-6.515,36.002,Tropical,,0,1,0,1,1,0,0,1,1,181743,0.8364283631281535,34.071395599322976,19.168562041950974,1,1,1,1,1,0.008420152310146882,1,1,1,1,1,1,1,1,1,1,21,1,0,1
Brazil,Turkey,Cold Conflict,2021,1781,2224,49627,88021,466.94,-5.8,541.5,Forest,451.2,1189.7,10447.2,16751.4,NATO,,Cyber,3374,121,Yes,18.27,Yes,Victory_B,11.872,74.913,Arid,Water,0,1,0,1,0,0,0,0,1,139872,0.6292967856325784,4.929078014184397,41.713877448096156,1,1,1,1,1,0.017167795401233886,1,1,1,1,1,1,1,1,1,1,-1,0,0,1
China,Australia,Cold Conflict,2011,511,18776,3312,114729,138.51,3.5,1980.8,Forest,284.4,409.3,18083.8,18896.8,,Regional,Conventional,3350,138,No,13.93,No,Stalemate,1.073,-50.809,Arid,,0,1,0,1,1,0,0,1,1,136817,0.8385580739235621,66.01969057665261,8.091864158319082,1,1,1,1,1,0.003745477358398728,1,1,1,1,1,1,1,1,1,1,2,1,0,1
Ukraine,Ukraine,Civil War,1999,1284,45277,39043,180653,198.9,20.0,2205.0,Urban,917.2,221.0,7297.1,19538.7,,Regional,Cyber,3796,35,No,5.76,Yes,Victory_A,-69.416,134.588,Tropical,Oil,0,1,1,1,0,0,0,1,1,264973,0.6817788982273666,49.36436982119494,176.66515837104072,1,1,1,1,1,0.00741174103250136,1,1,1,1,1,1,1,1,1,1,14,1,0,1
Germany,Germany,Cold Conflict,1991,584,24860,27899,80620,340.16,19.0,218.1,Urban,931.1,769.6,15904.4,16335.3,,Regional,Mixed,2700,107,Yes,7.97,No,Victory_B,63.012,-168.093,Temperate,,0,1,0,1,0,0,0,0,1,133379,0.6044429782799391,26.69960262055633,36.25129937629938,1,1,1,1,1,0.01055096666532257,1,1,1,1,1,1,1,1,1,1,30,1,0,1
France,Iran,Cold Conflict,1978,984,45187,46439,96671,445.42,16.0,124.4,Mountain,644.8,727.4,8469.8,11962.0,Regional,NATO,Cyber,1650,31,No,18.94,Yes,Victory_A,42.765,12.518,Polar,Oil,0,1,0,1,0,0,0,1,1,188297,0.5133963897459864,70.07909429280397,63.84245257080011,1,1,1,1,1,0.021800330856801654,1,1,1,1,1,1,1,1,1,1,48,1,0,1
UK,France,Proxy War,1988,459,1097,16187,9492,20.63,-4.9,305.3,Desert,378.7,630.0,20856.7,16148.5,,,Nuclear,4416,103,Yes,8.16,No,Victory_A,46.934,-104.307,Tropical,Oil,0,1,0,1,0,0,0,1,1,26776,0.3544965640872423,2.896752046474782,25.693650793650793,-1,1,0,1,1,0.000557489217731562,1,1,1,1,1,1,1,1,1,1,5,1,0,1
Germany,Australia,Cold Conflict,2021,1709,15708,24591,191618,72.18,25.1,729.5,Mountain,680.5,62.1,20053.8,12882.7,Regional,Regional,Mixed,728,177,No,19.7,Yes,Stalemate,3.018,97.148,Arid,Water,0,1,0,1,0,0,0,0,1,231917,0.8262352479550874,23.083027185892725,395.99033816425117,1,1,1,1,1,0.0021914896846963097,1,1,1,1,1,1,1,1,1,1,49,1,0,1
France,Germany,Cold Conflict,1998,247,28879,27471,48584,466.51,10.9,1758.8,Urban,1375.1,588.7,21772.3,6413.0,Regional,Regional,Mixed,955,145,No,17.09,No,Victory_B,54.021,-115.528,Polar,,0,1,0,1,0,0,0,1,1,104934,0.46299578782853984,21.00138171769326,46.663835569899774,1,1,1,1,1,0.01655153572961792,1,1,1,1,1,1,1,1,1,1,9,1,0,1
Australia,Turkey,Proxy War,1975,730,30068,33310,104353,377.88,15.4,760.6,Mountain,1055.1,1089.1,5217.5,19863.3,Regional,NATO,Mixed,3660,172,No,1.67,Yes,Stalemate,30.929,106.607,Polar,,0,1,0,1,0,0,0,1,1,167731,0.6221449821440282,28.49777272296465,30.58488660361767,1,1,1,1,1,0.015066505055660108,1,1,1,1,1,1,1,1,1,1,46,1,0,1
Brazil,UK,Proxy War,1954,373,27487,35812,159052,394.87,35.0,2453.5,Plains,1377.5,931.8,1797.5,23468.1,Regional,Regional,Cyber,4865,112,No,17.23,No,Stalemate,26.871,0.153,Arid,Water,0,1,0,1,0,0,0,1,1,222351,0.715319472365764,19.95426497277677,38.433140158832366,1,1,1,1,1,0.01562876005319486,1,1,1,1,1,1,1,1,1,1,50,1,0,1
Germany,Canada,Skirmish,1988,1644,41500,26663,132689,119.14,20.7,1382.1,Plains,857.8,1140.9,5503.1,10062.3,Regional,NATO,Nuclear,1342,195,Yes,0.25,Yes,Victory_A,-19.511,26.988,Temperate,,0,1,0,1,0,0,0,1,1,200852,0.6606307131619302,48.37957565866169,23.37014637566833,1,1,1,1,1,0.007654156012694823,1,1,1,1,1,1,1,1,1,1,21,1,0,1
Turkey,Israel,Proxy War,1975,1422,27582,22161,48900,7.41,1.3,2157.2,Desert,63.6,20.8,15796.4,3773.6,,NATO,Conventional,4483,23,Yes,5.0,No,Victory_A,69.164,-176.364,Arid,,0,1,0,1,1,0,0,0,1,98643,0.4957270156017153,433.6792452830189,1065.4326923076924,1,-1,1,0,1,0.0003786407766990291,1,1,1,1,1,1,1,1,-1,0,1,1,0,1
USA,UK,Cold Conflict,1997,1296,33094,29278,132216,439.67,5.9,875.6,Forest,1202.8,881.0,8173.3,3598.8,Regional,NATO,Cyber,4100,160,No,8.81,No,Victory_A,2.072,-67.892,Temperate,Oil,0,1,0,1,0,1,0,1,1,194588,0.6794663596933007,27.514133688061193,33.23269012485812,1,1,1,1,1,0.03734847648253073,1,1,1,1,1,1,1,1,1,1,2,1,0,1
Australia,UK,Cold Conflict,1951,1865,37586,15748,45163,164.76,-8.7,1449.3,Desert,310.3,1114.1,7704.0,14115.9,NATO,Regional,Cyber,2322,182,Yes,1.49,No,Stalemate,-83.296,78.332,Polar,,0,1,0,1,0,0,0,1,1,98497,0.45852157933744175,121.12794070254591,14.135176375549772,1,1,1,1,1,0.0075509053662024105,1,1,1,1,1,1,1,1,1,1,-1,0,0,1
Russia,USA,Civil War,1999,1105,48130,3673,92833,163.51,31.5,2657.7,Urban,435.0,72.4,18322.8,14880.2,NATO,Regional,Cyber,1555,29,No,11.71,No,Victory_A,25.195,30.909,Polar,,0,1,0,1,1,0,0,1,1,144636,0.6418388229762991,110.64367816091954,50.732044198895025,1,1,1,1,1,0.00492455501008945,1,1,1,1,1,1,1,1,1,1,21,1,0,1
Australia,Ukraine,Proxy War,1976,838,45618,28600,58602,203.22,-0.2,2301.0,Desert,1128.0,526.4,16374.4,9913.6,Regional,Regional,Conventional,1730,170,No,8.65,No,Stalemate,53.17,133.505,Temperate,Water,0,1,0,1,0,0,0,1,1,132820,0.4412136726396627,40.441489361702125,54.33130699088146,1,1,1,1,1,0.007730523432744978,1,1,1,1,1,1,1,1,1,1,51,1,0,1
